formula,standard_ltl,model,approach,initial_response,refined_response
"Always(LImplies(AtomicProposition(""a""),Eventually(AtomicProposition(""b""))))",G (a -> F(b)),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [a = FALSE];[a = TRUE, b = TRUE] FALSIFYING: [a = TRUE];[a = TRUE]
","SATISFYING: [a = FALSE];[a = TRUE, b = TRUE] FALSIFYING: [a = TRUE];[a = FALSE]
"
"Always(LOr(LOr(AtomicProposition(""a""),Next(AtomicProposition(""a""))),Next(Next(AtomicProposition(""a"")))))",G(a | X(a) | X(X(a))),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [a = TRUE];[a = TRUE];[a = TRUE] FALSIFYING: [a = FALSE];[a = FALSE];[a = FALSE]
","SATISFYING: [a = TRUE];[a = TRUE];[a = TRUE] FALSIFYING: [a = FALSE];[a = FALSE];[a = FALSE]
"
"Always(LImplies(Not(AtomicProposition(""a"")),LOr(Next(Not(AtomicProposition(""a""))),Next(Next(AtomicProposition(""a""))))))",G(!a -> (X(!a) | X(X(a)))),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [a = FALSE];[a = FALSE];[a = TRUE];[a = FALSE] FALSIFYING: [a = FALSE];[a = TRUE];[a = FALSE]
","SATISFYING: [a = FALSE];[a = FALSE];[a = TRUE];[a = FALSE] FALSIFYING: [a = FALSE];[a = TRUE];[a = FALSE]
"
"Always(LImplies(AtomicProposition(""a""),LOr(LOr(Next(Not(AtomicProposition(""a""))),Next(Next(Not(AtomicProposition(""a""))))),Next(Next(Next(AtomicProposition(""a"")))))))",G(a -> (X(!a) | X(X(!a)) | X(X(X(a))))),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [a = TRUE];[a = FALSE];[a = FALSE];[a = TRUE] FALSIFYING: [a = TRUE];[a = TRUE];[a = TRUE];[a = FALSE]
","SATISFYING: [a = TRUE];[a = FALSE];[a = FALSE];[a = TRUE] FALSIFYING: [a = TRUE];[a = TRUE];[a = TRUE];[a = FALSE]
"
"Always(LImplies(AtomicProposition(""a""),Next(AtomicProposition(""b""))))",G ( a -> X(b)),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [a = FALSE];[b = TRUE] FALSIFYING: [a = TRUE];[b = FALSE]
","SATISFYING: [a = FALSE];[b = TRUE] FALSIFYING: [a = TRUE];[b = FALSE]
"
"Eventually(LAnd(AtomicProposition(""a""),AtomicProposition(""b"")))",F (a & b),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [a = True, b = True] FALSIFYING: [a = True, b = False];[a = False, b = True]
","SATISFYING: [a = True, b = True] FALSIFYING: [a = True, b = False];[a = False, b = True]
"
"LAnd(Eventually(AtomicProposition(""a"")),Eventually(AtomicProposition(""b"")))",F(a) & F(b),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [a = True];[b = True] FALSIFYING: [a = True];[a = True]
","SATISFYING: [a = True];[b = True] FALSIFYING: [a = True];[a = True]
"
"Always(LEquiv(AtomicProposition(""a""),Next(AtomicProposition(""b""))))",G(a <-> X(b)),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [a = TRUE, b = FALSE];[a = FALSE, b = TRUE];[a = TRUE, b = FALSE] FALSIFYING: [a = TRUE, b = TRUE];[a = TRUE, b = FALSE]
","SATISFYING: [a = TRUE, b = FALSE];[a = FALSE, b = TRUE] FALSIFYING: [a = TRUE, b = TRUE];[a = FALSE, b = TRUE]
"
"LOr(Until(AtomicProposition(""a""), AtomicProposition(""b"")),Always(AtomicProposition(""a"")))",(a U b) | G(a),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [a = TRUE, b = FALSE];[a = TRUE, b = TRUE] FALSIFYING: [a = FALSE, b = TRUE];[a = TRUE, b = FALSE]
","SATISFYING: [a = TRUE, b = FALSE];[a = TRUE, b = TRUE] FALSIFYING: [a = FALSE, b = TRUE];[a = FALSE, b = FALSE]
"
"Always(LImplies(AtomicProposition(""x2""),AtomicProposition(""x1"")))",G(x2 -> x1),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE] FALSIFYING: [x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = TRUE]
","SATISFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE] FALSIFYING: [x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = TRUE]
"
"Always(LEquiv(AtomicProposition(""x1""),AtomicProposition(""x2"")))",G(x1 <-> x2),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = True, x2 = True];[x1 = True, x2 = True] FALSIFYING: [x1 = True, x2 = True];[x1 = True, x2 = False]
","SATISFYING: [x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE]
"
"Always(LImplies(AtomicProposition(""a""),Until(AtomicProposition(""c""), AtomicProposition(""b""))))",G(a -> (c U b)),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [a = FALSE, b = TRUE, c = TRUE];[a = FALSE, b = TRUE, c = TRUE];[a = TRUE, b = TRUE, c = FALSE];[a = TRUE, b = TRUE, c = TRUE] FALSIFYING: [a = TRUE, b = FALSE, c = FALSE];[a = TRUE, b = FALSE, c = FALSE]
","SATISFYING: [a = FALSE, b = TRUE, c = TRUE];[a = FALSE, b = TRUE, c = TRUE];[a = TRUE, b = TRUE, c = FALSE];[a = TRUE, b = TRUE, c = TRUE] FALSIFYING: [a = TRUE, b = FALSE, c = FALSE];[a = TRUE, b = FALSE, c = FALSE]
"
"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))",G(x1 -> F(x2)),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE] FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
","SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE] FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
"
"LAnd(Always(Not(LAnd(AtomicProposition(""a""),AtomicProposition(""b"")))),Always(LOr(AtomicProposition(""a""),AtomicProposition(""b""))))",G(!(a & b)) & G(a | b),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [[('a', True), ('b', False)]];[[('a', False), ('b', True)]] FALSIFYING: [[('a', True), ('b', True)]];[[('a', True), ('b', False)]]
","SATISFYING: [a = TRUE, b = FALSE];[a = FALSE, b = TRUE] FALSIFYING: [a = TRUE, b = TRUE];[a = TRUE, b = FALSE]
"
"Until(Not(AtomicProposition(""a"")), AtomicProposition(""b""))",(!a) U b,gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [a = FALSE, b = TRUE] FALSIFYING: [a = TRUE, b = FALSE];[a = TRUE, b = FALSE]
","SATISFYING: [a = FALSE, b = TRUE] FALSIFYING: [a = TRUE, b = FALSE];[a = TRUE, b = FALSE]
"
"LOr(Until(AtomicProposition(""a""), AtomicProposition(""b"")),Always(AtomicProposition(""a"")))",(a U b) | G(a),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [a = TRUE];[a = TRUE] FALSIFYING: [a = FALSE];[b = TRUE]
","SATISFYING: [a = TRUE];[a = TRUE] FALSIFYING: [a = FALSE];[b = TRUE]
"
"Until(Not(AtomicProposition(""p"")), Until(AtomicProposition(""p""), Until(Not(AtomicProposition(""p"")), Until(AtomicProposition(""p""), Always(Not(AtomicProposition(""p"")))))))",!p U (p U (!p U (p U G(!p)))),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [p = FALSE];[p = TRUE];[p = FALSE];[p = TRUE];[p = FALSE];[p = FALSE] FALSIFYING: [p = FALSE];[p = TRUE];[p = FALSE];[p = FALSE]
","SATISFYING: [p = FALSE];[p = TRUE];[p = FALSE];[p = TRUE];[p = FALSE];[p = FALSE] FALSIFYING: [p = FALSE];[p = TRUE];[p = FALSE];[p = FALSE]
"
"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))",G!(x1 & x2),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
","SATISFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
"
"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))",G!(x1 & x2),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
","SATISFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
"
"Always(Not(LAnd(AtomicProposition(""x1""),LOr(LOr(AtomicProposition(""x2""),AtomicProposition(""x3"")),AtomicProposition(""x4"")))))",G!(x1 & (x2 | x3 | x4)),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE] FALSIFYING: [x1 = TRUE, x2 = TRUE, x3 = FALSE, x4 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE]
","SATISFYING: [x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE] FALSIFYING: [x1 = TRUE, x2 = TRUE, x3 = FALSE, x4 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE]
"
"Always(Not(LAnd(AtomicProposition(""x1""),LOr(AtomicProposition(""x2""),AtomicProposition(""x1"")))))",G!(x1 & (x2 | x1)),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE]
","SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE]
"
"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))",G!(x1 & x2),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
","SATISFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
"
"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))",G!(x1 & x2),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
","SATISFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
"
"LImplies(AtomicProposition(""x1""),Next(Until(AtomicProposition(""x2""), LAnd(AtomicProposition(""x3""),AtomicProposition(""x4"")))))",x1 -> X(x2 U (x3 & x4)),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE] FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x3 = FALSE, x4 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = FALSE, x4 = FALSE]
","SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE] FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x3 = FALSE, x4 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = FALSE, x4 = FALSE]
"
"Eventually(LImplies(AtomicProposition(""x1""),Eventually(Not(AtomicProposition(""x1"")))))",F(x1 -> F(!x1)),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [('x1', True)];[('x1', False)] FALSIFYING: [('x1', True)];[('x1', True)]
","SATISFYING: [x1 = TRUE];[x1 = FALSE] FALSIFYING: [x1 = TRUE];[x1 = TRUE]
"
"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))",(r U b) & G(r),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [r = True, b = False];[r = True, b = True] FALSIFYING: [r = True, b = False];[r = False, b = True]
","SATISFYING: [r = TRUE, b = FALSE];[r = TRUE, b = TRUE] FALSIFYING: [r = TRUE, b = FALSE];[r = FALSE, b = TRUE]
"
"LAnd(AtomicProposition(""r""),Not(Next(AtomicProposition(""b""))))",r & !X(b),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [[('r', True)], [('b', False)]] FALSIFYING: [[('r', True), ('b', True)], [('b', True)]]
","SATISFYING: [r = TRUE];[b = FALSE] FALSIFYING: [r = TRUE, b = TRUE];[b = FALSE]
"
"Always(LImplies(AtomicProposition(""r""),Next(LAnd(Not(AtomicProposition(""r"")),Next(AtomicProposition(""r""))))))",G(r -> X(!r & X(r))),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [r = FALSE];[r = FALSE];[r = FALSE] FALSIFYING: [r = TRUE];[r = TRUE];[r = FALSE]
","SATISFYING: [r = FALSE];[r = FALSE];[r = FALSE] FALSIFYING: [r = TRUE];[r = TRUE]
"
"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))",(r U b) & G(r),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [r = True, b = False];[r = True, b = True] FALSIFYING: [r = True, b = False];[r = False, b = True]
","SATISFYING: [r = TRUE, b = FALSE];[r = TRUE, b = TRUE] FALSIFYING: [r = TRUE, b = FALSE];[r = FALSE, b = TRUE]
"
"LAnd(AtomicProposition(""r""),Not(Next(AtomicProposition(""b""))))",r & !X(b),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [r = True, b = False];[r = False, b = False] FALSIFYING: [r = True, b = True];[r = False, b = True]
","SATISFYING: [r = True, b = False];[r = False, b = False] FALSIFYING: [r = True, b = True];[r = False, b = True]
"
"Always(Not(AtomicProposition(""r"")))",G(!r),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [];[];[] FALSIFYING: [r = TRUE];[];[]
","SATISFYING: [r = FALSE];[r = FALSE];[r = FALSE] FALSIFYING: [r = TRUE];[r = FALSE];[r = FALSE]
"
"Always(LImplies(AtomicProposition(""x1""),LAnd(Next(Not(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))",G(x1 -> X(!x1) & X(X(x1))),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = TRUE];[x1 = FALSE];[x1 = TRUE];[x1 = FALSE];[x1 = TRUE] FALSIFYING: [x1 = TRUE];[x1 = TRUE];[x1 = TRUE]
","SATISFYING: [x1 = TRUE];[x1 = FALSE];[x1 = TRUE];[x1 = FALSE];[x1 = TRUE] FALSIFYING: [x1 = TRUE];[x1 = TRUE];[x1 = TRUE]
"
"Until(Not(AtomicProposition(""x1"")), LAnd(AtomicProposition(""x1""),Next(Always(Not(AtomicProposition(""x1""))))))",(!x1) U (x1 & X(G(!x1))),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE] FALSIFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
","SATISFYING: [x1 = FALSE];[x1 = TRUE];[x1 = FALSE] FALSIFYING: [x1 = FALSE];[x1 = FALSE];[x1 = TRUE];[x1 = TRUE]
"
"Not(Eventually(LAnd(LAnd(AtomicProposition(""x1""),Next(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))",!F(x1 & X(x1) & X(X(x1))),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = FALSE];[x1 = TRUE];[x1 = FALSE] FALSIFYING: [x1 = TRUE];[x1 = TRUE];[x1 = TRUE]
","SATISFYING: [x1 = FALSE];[x1 = TRUE];[x1 = FALSE] FALSIFYING: [x1 = TRUE];[x1 = TRUE];[x1 = TRUE]
"
"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))",G(x1-> F(x2)),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
","SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
"
"LAnd(Until(AtomicProposition(""r""), Not(AtomicProposition(""r""))),Always(LImplies(Not(AtomicProposition(""r"")),Always(Not(AtomicProposition(""r""))))))",(r U !r) & (G(!r -> G(!r))),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [r = FALSE];[r = TRUE] FALSIFYING: [r = FALSE];[r = TRUE];[r = FALSE]
","SATISFYING: [r = FALSE];[r = TRUE] FALSIFYING: [r = FALSE];[r = FALSE];[r = TRUE];[r = FALSE]
"
"Always(Eventually(AtomicProposition(""r"")))",G(F(r)),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [r = TRUE];[r = TRUE] FALSIFYING: [r = FALSE];[r = FALSE]
","SATISFYING: [r = TRUE];[r = TRUE] FALSIFYING: [r = FALSE];[r = FALSE]
"
"LImplies(AtomicProposition(""x1""),Next(Next(Next(AtomicProposition(""x1"")))))",x1 -> X(X(X(x1))),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = FALSE];[x1 = FALSE];[x1 = FALSE];[x1 = FALSE] FALSIFYING: [x1 = TRUE];[x1 = FALSE];[x1 = FALSE];[x1 = FALSE]
","SATISFYING: [x1 = FALSE];[x1 = FALSE];[x1 = FALSE];[x1 = FALSE] FALSIFYING: [x1 = TRUE];[x1 = FALSE];[x1 = FALSE];[x1 = FALSE]
"
"Next(Next(Eventually(Next(AtomicProposition(""r"")))))",X(X(F(X(r)))),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [];[];[];[r = TRUE] FALSIFYING: [];[];[];[r = FALSE]
","SATISFYING: [];[];[];[r = TRUE] FALSIFYING: [];[];[];[r = FALSE]
"
"LImplies(Eventually(AtomicProposition(""r"")),Always(AtomicProposition(""b"")))",F(r) -> G(b),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [r = FALSE, b = TRUE];[r = TRUE, b = TRUE] FALSIFYING: [r = TRUE, b = TRUE];[r = FALSE, b = FALSE]
","SATISFYING: [r = FALSE, b = TRUE];[r = TRUE, b = TRUE] FALSIFYING: [r = TRUE, b = TRUE];[r = FALSE, b = FALSE]
"
"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))",(r U b) & G(r),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [r = TRUE, b = FALSE];[r = TRUE, b = TRUE] FALSIFYING: [r = TRUE, b = FALSE];[r = FALSE, b = TRUE]
","SATISFYING: [r = TRUE, b = FALSE];[r = TRUE, b = TRUE] FALSIFYING: [r = TRUE, b = FALSE];[r = FALSE, b = TRUE]
"
"Always(LImplies(AtomicProposition(""r""),LAnd(Next(Not(AtomicProposition(""r""))),Next(Next(AtomicProposition(""r""))))))",G(r -> X(!r) & X(X(r))),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [r = TRUE];[r = FALSE];[r = TRUE];[r = FALSE];[r = TRUE] FALSIFYING: [r = TRUE];[r = TRUE];[r = FALSE]
","SATISFYING: [r = TRUE];[r = FALSE];[r = TRUE];[r = FALSE];[r = TRUE] FALSIFYING: [r = TRUE];[r = TRUE];[r = FALSE]
"
"Always(LImplies(AtomicProposition(""r""),Not(Next(AtomicProposition(""g"")))))",G(r -> !X(g)),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [r = FALSE, g = TRUE];[r = FALSE, g = FALSE];[r = TRUE, g = FALSE];[r = TRUE, g = TRUE] FALSIFYING: [r = TRUE, g = FALSE];[r = FALSE, g = TRUE];[r = TRUE, g = TRUE]
","SATISFYING: [r = TRUE, g = FALSE];[r = TRUE, g = FALSE] FALSIFYING: [r = TRUE, g = FALSE];[r = FALSE, g = TRUE]
"
"Eventually(LAnd(AtomicProposition(""b""),Next(Eventually(AtomicProposition(""b"")))))",F(b & X(F(b))),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [b = TRUE];[b = TRUE] FALSIFYING: [b = TRUE];[b = FALSE]
","SATISFYING: [b = TRUE];[b = TRUE] FALSIFYING: [b = TRUE];[b = FALSE]
"
"LAnd(AtomicProposition(""x1""),Always(LImplies(AtomicProposition(""x1""),Next(LAnd(Not(AtomicProposition(""x1"")),Next(AtomicProposition(""x1"")))))))",x1 & G(x1 -> X(!x1 & X(x1))),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [('x1', True)];[('x1', False)];[('x1', True)] FALSIFYING: [('x1', True)];[('x1', True)];[('x1', False)]
","SATISFYING: [x1 = TRUE];[x1 = FALSE];[x1 = TRUE] FALSIFYING: [x1 = TRUE];[x1 = TRUE]
"
"Until(Not(AtomicProposition(""x1"")), LAnd(AtomicProposition(""x1""),Always(Not(Next(AtomicProposition(""x1""))))))",!x1 U (x1 & G(!X(x1))),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE] FALSIFYING: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
","SATISFYING: [x1 = FALSE];[x1 = TRUE] FALSIFYING: [x1 = FALSE];[x1 = TRUE];[x1 = TRUE]
"
"Always(LImplies(LOr(Not(AtomicProposition(""x1"")),AtomicProposition(""x2"")),Next(Not(AtomicProposition(""x3"")))))",G((!x1 | x2) -> X(!x3)),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = FALSE, x2 = FALSE, x3 = TRUE];[x1 = FALSE, x2 = FALSE, x3 = TRUE] FALSIFYING: [x1 = TRUE, x2 = TRUE, x3 = TRUE];[x1 = FALSE, x2 = FALSE, x3 = TRUE]
","SATISFYING: [x1 = FALSE, x2 = FALSE, x3 = TRUE];[x1 = FALSE, x2 = FALSE, x3 = TRUE] FALSIFYING: [x1 = TRUE, x2 = TRUE, x3 = TRUE];[x1 = TRUE, x2 = TRUE, x3 = FALSE]
"
"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))",G(x1 -> F(x2)),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
","SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
"
"Always(LImplies(AtomicProposition(""x1""),Next(AtomicProposition(""x2""))))",G(x1 -> X(x2)),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE] FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
","SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE] FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE]
"
"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))",G(x1 -> F(x2)),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
","SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
"
"Always(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))))",G(x1 & !x2),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [('x1', True), ('x2', False)];[('x1', True), ('x2', False)] FALSIFYING: [('x1', True), ('x2', True)];[('x1', True), ('x2', False)]
","SATISFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE] FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
"
"LImplies(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))),Next(AtomicProposition(""x1"")))",(x1 & !x2) -> X(x1),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE] FALSIFYING: [x1 = TRUE, x2 = FALSE];[x2 = TRUE]
","SATISFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE] FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE]
"
"LImplies(LAnd(Not(AtomicProposition(""x1"")),AtomicProposition(""x2"")),Eventually(AtomicProposition(""x3"")))",(!x1 & x2) -> F(x3 ),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = FALSE, x2 = TRUE, x3 = TRUE] FALSIFYING: [x1 = FALSE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = FALSE]
","SATISFYING: [x1 = FALSE, x2 = TRUE, x3 = TRUE] FALSIFYING: [x1 = FALSE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = FALSE]
"
"LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2"")))",x1 -> F(x2),gemini-1.5-pro,zero_shot_self_refine,"SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE]
","SATISFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = TRUE] FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE]
"
