Model,Approach,LTL Formula,AST,Trace,Ground Truth,Raw Response,LLM Response,Initial Prediction,Refined Prediction
gemini-1.5-pro,zero_shot,x3 U ((x1 | G(x3)) & F(x2)),"Until(AtomicProposition(""x3""), LAnd(LOr(AtomicProposition(""x1""),Always(AtomicProposition(""x3""))),Eventually(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = TRUE];[x1 = FALSE, x2 = TRUE, x3 = TRUE];...",Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,x3 U ((x1 | G(x3)) & F(x2)),"Until(AtomicProposition(""x3""), LAnd(LOr(AtomicProposition(""x1""),Always(AtomicProposition(""x3""))),Eventually(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = FALSE, x3 = TRUE];[x1 = TRUE, x2 = FALSE, x3 = TRUE];...",Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,x1 -> X(x1),"LImplies(AtomicProposition(""x1""),Next(AtomicProposition(""x1"")))",[x1 = FALSE];[x1 = FALSE];...,Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,x1 -> X(x1),"LImplies(AtomicProposition(""x1""),Next(AtomicProposition(""x1"")))",[x1 = TRUE];[x1 = FALSE];...,Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,F(G(x1 -> X(x1) & X(X(!x1))) & G(!x1->X(!x1) & X(X(x1)))),"Eventually(LAnd(Always(LImplies(AtomicProposition(""x1""),LAnd(Next(AtomicProposition(""x1"")),Next(Next(Not(AtomicProposition(""x1""))))))),Always(LImplies(Not(AtomicProposition(""x1"")),LAnd(Next(Not(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))))",True,Positive,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,F(G(x1 -> X(x1) & X(X(!x1))) & G(!x1->X(!x1) & X(X(x1)))),"Eventually(LAnd(Always(LImplies(AtomicProposition(""x1""),LAnd(Next(AtomicProposition(""x1"")),Next(Next(Not(AtomicProposition(""x1""))))))),Always(LImplies(Not(AtomicProposition(""x1"")),LAnd(Next(Not(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))))",[x1 = FALSE];[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,(x1 -> G(!x2 & F(!x1 U x1))),"LImplies(AtomicProposition(""x1""),Always(LAnd(Not(AtomicProposition(""x2"")),Eventually(Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x1""))))))","[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,(x1 -> G(!x2 & F(!x1 U x1))),"LImplies(AtomicProposition(""x1""),Always(LAnd(Not(AtomicProposition(""x2"")),Eventually(Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x1""))))))","[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(x1 U !x1 & !x1 U x1),"Always(LAnd(Until(AtomicProposition(""x1""), Not(AtomicProposition(""x1""))),Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x1""))))",[x1 = FALSE];[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Positive,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(x1 U !x1 & !x1 U x1),"Always(LAnd(Until(AtomicProposition(""x1""), Not(AtomicProposition(""x1""))),Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x1""))))",[x1 = FALSE];[x1 = FALSE];...,Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,F((x1 <-> X(!x2)) | G(x2)),"Eventually(LOr(LEquiv(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x2"")))),Always(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];...",Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,F((x1 <-> X(!x2)) | G(x2)),"Eventually(LOr(LEquiv(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x2"")))),Always(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];...",Negative,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,G(x2 -> !F(x1) & x3 -> !F(x2)),"Always(LImplies(AtomicProposition(""x2""),LImplies(LAnd(Not(Eventually(AtomicProposition(""x1""))),AtomicProposition(""x3"")),Not(Eventually(AtomicProposition(""x2""))))))","[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE];...",Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,G(x2 -> !F(x1) & x3 -> !F(x2)),"Always(LImplies(AtomicProposition(""x2""),LImplies(LAnd(Not(Eventually(AtomicProposition(""x1""))),AtomicProposition(""x3"")),Not(Eventually(AtomicProposition(""x2""))))))","[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = TRUE];[x1 = FALSE, x2 = TRUE, x3 = TRUE];...",Negative,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,F(G(x1 U x2)),"Eventually(Always(Until(AtomicProposition(""x1""), AtomicProposition(""x2""))))","[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];...",Positive,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,F(G(x1 U x2)),"Eventually(Always(Until(AtomicProposition(""x1""), AtomicProposition(""x2""))))","[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,(x1 & x2) -> (X(x3) & X(X(!x3))),"LImplies(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")),LAnd(Next(AtomicProposition(""x3"")),Next(Next(Not(AtomicProposition(""x3""))))))","[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = TRUE];...",Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,(x1 & x2) -> (X(x3) & X(X(!x3))),"LImplies(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")),LAnd(Next(AtomicProposition(""x3"")),Next(Next(Not(AtomicProposition(""x3""))))))","[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = TRUE];[x1 = FALSE, x2 = FALSE, x3 = TRUE];...",Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,(x1 -> X(x1)) & (X(x1) -> X(X(x1))),"LAnd(LImplies(AtomicProposition(""x1""),Next(AtomicProposition(""x1""))),LImplies(Next(AtomicProposition(""x1"")),Next(Next(AtomicProposition(""x1"")))))",[x1 = TRUE];[x1 = TRUE];...,Positive,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,(x1 -> X(x1)) & (X(x1) -> X(X(x1))),"LAnd(LImplies(AtomicProposition(""x1""),Next(AtomicProposition(""x1""))),LImplies(Next(AtomicProposition(""x1"")),Next(Next(AtomicProposition(""x1"")))))",[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,x1 -> F(x2 U !x1),"LImplies(AtomicProposition(""x1""),Eventually(Until(AtomicProposition(""x2""), Not(AtomicProposition(""x1"")))))","[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,x1 -> F(x2 U !x1),"LImplies(AtomicProposition(""x1""),Eventually(Until(AtomicProposition(""x2""), Not(AtomicProposition(""x1"")))))","[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,X(X(X(x1))) -> (F(!x2) & x3),"LImplies(Next(Next(Next(AtomicProposition(""x1"")))),LAnd(Eventually(Not(AtomicProposition(""x2""))),AtomicProposition(""x3"")))","[x1 = FALSE, x2 = TRUE, x3 = TRUE];[x1 = FALSE, x2 = TRUE, x3 = TRUE];...",Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,X(X(X(x1))) -> (F(!x2) & x3),"LImplies(Next(Next(Next(AtomicProposition(""x1"")))),LAnd(Eventually(Not(AtomicProposition(""x2""))),AtomicProposition(""x3"")))","[x1 = FALSE, x2 = TRUE, x3 = TRUE];[x1 = FALSE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = TRUE];...",Negative,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,G(x1 U x2) & G(!(x1 & x2)),"LAnd(Always(Until(AtomicProposition(""x1""), AtomicProposition(""x2""))),Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")))))","[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];...",Positive,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(x1 U x2) & G(!(x1 & x2)),"LAnd(Always(Until(AtomicProposition(""x1""), AtomicProposition(""x2""))),Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")))))","[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];...",Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(F(X(X(X(x1))))),"Always(Eventually(Next(Next(Next(AtomicProposition(""x1""))))))",[x1 = FALSE];[x1 = FALSE];[x1 = FALSE];[x1 = FALSE];[x1 = TRUE];...,Positive,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(F(X(X(X(x1))))),"Always(Eventually(Next(Next(Next(AtomicProposition(""x1""))))))",[x1 = FALSE];[x1 = FALSE];...,Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G((x1 -> ! x2) & (x2 -> ! x1)),"Always(LAnd(LImplies(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))),LImplies(AtomicProposition(""x2""),Not(AtomicProposition(""x1"")))))","[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G((x1 -> ! x2) & (x2 -> ! x1)),"Always(LAnd(LImplies(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))),LImplies(AtomicProposition(""x2""),Not(AtomicProposition(""x1"")))))","[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(X(X(X(x1))) -> x2),"Always(LImplies(Next(Next(Next(AtomicProposition(""x1"")))),AtomicProposition(""x2"")))","[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];...",Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,G(X(X(X(x1))) -> x2),"Always(LImplies(Next(Next(Next(AtomicProposition(""x1"")))),AtomicProposition(""x2"")))","[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];...",Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,F(G(F(x1))),"Eventually(Always(Eventually(AtomicProposition(""x1""))))",[x1 = FALSE];[x1 = TRUE];...,Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,F(G(F(x1))),"Eventually(Always(Eventually(AtomicProposition(""x1""))))",[x1 = FALSE];[x1 = FALSE];...,Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(X(!x1) -> x1),"Always(LImplies(Next(Not(AtomicProposition(""x1""))),AtomicProposition(""x1"")))",[x1 = TRUE];[x1 = TRUE];...,Positive,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(X(!x1) -> x1),"Always(LImplies(Next(Not(AtomicProposition(""x1""))),AtomicProposition(""x1"")))",[x1 = TRUE];[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];[x1 = TRUE];...,Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(x1->!x2 & !x3) & G(x2 | x3 -> !x1),"LAnd(Always(LImplies(AtomicProposition(""x1""),LAnd(Not(AtomicProposition(""x2"")),Not(AtomicProposition(""x3""))))),Always(LImplies(LOr(AtomicProposition(""x2""),AtomicProposition(""x3"")),Not(AtomicProposition(""x1"")))))","[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];...",Positive,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(x1->!x2 & !x3) & G(x2 | x3 -> !x1),"LAnd(Always(LImplies(AtomicProposition(""x1""),LAnd(Not(AtomicProposition(""x2"")),Not(AtomicProposition(""x3""))))),Always(LImplies(LOr(AtomicProposition(""x2""),AtomicProposition(""x3"")),Not(AtomicProposition(""x1"")))))","[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];...",Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(x1 -> (X(x2) & X(X(!x3)))),"Always(LImplies(AtomicProposition(""x1""),LAnd(Next(AtomicProposition(""x2"")),Next(Next(Not(AtomicProposition(""x3"")))))))","[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = TRUE];...",Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,G(x1 -> (X(x2) & X(X(!x3)))),"Always(LImplies(AtomicProposition(""x1""),LAnd(Next(AtomicProposition(""x2"")),Next(Next(Not(AtomicProposition(""x3"")))))))","[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = TRUE];[x1 = FALSE, x2 = FALSE, x3 = TRUE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];...",Negative,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,G(F(x1 -> X(!x1)) & x2 -> !x2),"Always(LImplies(LAnd(Eventually(LImplies(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x1""))))),AtomicProposition(""x2"")),Not(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = TRUE];...",Positive,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(F(x1 -> X(!x1)) & x2 -> !x2),"Always(LImplies(LAnd(Eventually(LImplies(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x1""))))),AtomicProposition(""x2"")),Not(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(!x1) -> (G(x1) | F(x2)),"LImplies(Always(Not(AtomicProposition(""x1""))),LOr(Always(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,G(!x1) -> (G(x1) | F(x2)),"LImplies(Always(Not(AtomicProposition(""x1""))),LOr(Always(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x2""))))","[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,G(G(x1) -> F(x2)),"Always(LImplies(Always(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x2""))))","[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,G(G(x1) -> F(x2)),"Always(LImplies(Always(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x2""))))","[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,(x1 U x2) | G(x1 -> X(!x1)),"LOr(Until(AtomicProposition(""x1""), AtomicProposition(""x2"")),Always(LImplies(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x1""))))))","[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,(x1 U x2) | G(x1 -> X(!x1)),"LOr(Until(AtomicProposition(""x1""), AtomicProposition(""x2"")),Always(LImplies(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x1""))))))","[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(X(x1) & F(x1 -> x2)),"Always(LAnd(Next(AtomicProposition(""x1"")),Eventually(LImplies(AtomicProposition(""x1""),AtomicProposition(""x2"")))))","[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];...",Positive,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(X(x1) & F(x1 -> x2)),"Always(LAnd(Next(AtomicProposition(""x1"")),Eventually(LImplies(AtomicProposition(""x1""),AtomicProposition(""x2"")))))","[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,X(!x1 U x1) -> F(!x1),"LImplies(Next(Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x1""))),Eventually(Not(AtomicProposition(""x1""))))",[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,X(!x1 U x1) -> F(!x1),"LImplies(Next(Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x1""))),Eventually(Not(AtomicProposition(""x1""))))",[x1 = TRUE];[x1 = TRUE];...,Negative,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,F(x2 & x1) -> (x1 U x2) | (X(x2)),"LImplies(Eventually(LAnd(AtomicProposition(""x2""),AtomicProposition(""x1""))),LOr(Until(AtomicProposition(""x1""), AtomicProposition(""x2"")),Next(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];...",Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,F(x2 & x1) -> (x1 U x2) | (X(x2)),"LImplies(Eventually(LAnd(AtomicProposition(""x2""),AtomicProposition(""x1""))),LOr(Until(AtomicProposition(""x1""), AtomicProposition(""x2"")),Next(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,x1 -> F(G(x1)),"LImplies(AtomicProposition(""x1""),Eventually(Always(AtomicProposition(""x1""))))",[x1 = TRUE];[x1 = TRUE];...,Positive,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,x1 -> F(G(x1)),"LImplies(AtomicProposition(""x1""),Eventually(Always(AtomicProposition(""x1""))))",[x1 = TRUE];[x1 = FALSE];...,Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,((F(x1) & F(x2) & F(x3)) -> x4) & (!F(x1) | !F(x2) | !F(x3) -> !x4),"LAnd(LImplies(LAnd(LAnd(Eventually(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x2""))),Eventually(AtomicProposition(""x3""))),AtomicProposition(""x4"")),LImplies(LOr(LOr(Not(Eventually(AtomicProposition(""x1""))),Not(Eventually(AtomicProposition(""x2"")))),Not(Eventually(AtomicProposition(""x3"")))),Not(AtomicProposition(""x4""))))","[x1 = TRUE, x2 = TRUE, x3 = TRUE, x4 = TRUE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];...",Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,((F(x1) & F(x2) & F(x3)) -> x4) & (!F(x1) | !F(x2) | !F(x3) -> !x4),"LAnd(LImplies(LAnd(LAnd(Eventually(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x2""))),Eventually(AtomicProposition(""x3""))),AtomicProposition(""x4"")),LImplies(LOr(LOr(Not(Eventually(AtomicProposition(""x1""))),Not(Eventually(AtomicProposition(""x2"")))),Not(Eventually(AtomicProposition(""x3"")))),Not(AtomicProposition(""x4""))))","[x1 = TRUE, x2 = TRUE, x3 = TRUE, x4 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];...",Negative,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,G(((!x1) -> (!x2)) & ((!x2)->(!x1))) & F(x1 & x2),"LAnd(Always(LAnd(LImplies(Not(AtomicProposition(""x1"")),Not(AtomicProposition(""x2""))),LImplies(Not(AtomicProposition(""x2"")),Not(AtomicProposition(""x1""))))),Eventually(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))","[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(((!x1) -> (!x2)) & ((!x2)->(!x1))) & F(x1 & x2),"LAnd(Always(LAnd(LImplies(Not(AtomicProposition(""x1"")),Not(AtomicProposition(""x2""))),LImplies(Not(AtomicProposition(""x2"")),Not(AtomicProposition(""x1""))))),Eventually(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))","[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,X(x1)->X(X(X(x2))),"LImplies(Next(AtomicProposition(""x1"")),Next(Next(Next(AtomicProposition(""x2"")))))","[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,X(x1)->X(X(X(x2))),"LImplies(Next(AtomicProposition(""x1"")),Next(Next(Next(AtomicProposition(""x2"")))))","[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(x1 & !x2),"Always(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))))","[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,G(x1 & !x2),"Always(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))))","[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,F(G(x1)) | G(F(x1)),"LOr(Eventually(Always(AtomicProposition(""x1""))),Always(Eventually(AtomicProposition(""x1""))))",[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];...,Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,F(G(x1)) | G(F(x1)),"LOr(Eventually(Always(AtomicProposition(""x1""))),Always(Eventually(AtomicProposition(""x1""))))",[x1 = FALSE];[x1 = FALSE];...,Negative,"NEGATIVE
",Negative,NEGATIVE,NEGATIVE
gemini-1.5-pro,zero_shot,x1 -> F(!x1) & !x1 -> F(x1),"LImplies(AtomicProposition(""x1""),LImplies(LAnd(Eventually(Not(AtomicProposition(""x1""))),Not(AtomicProposition(""x1""))),Eventually(AtomicProposition(""x1""))))",[x1 = FALSE];[x1 = FALSE];...,Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,x1 -> F(!x1) & !x1 -> F(x1),"LImplies(AtomicProposition(""x1""),LImplies(LAnd(Eventually(Not(AtomicProposition(""x1""))),Not(AtomicProposition(""x1""))),Eventually(AtomicProposition(""x1""))))",True,Negative,"POSITIVE
",Positive,POSITIVE,POSITIVE
gemini-1.5-pro,zero_shot,(x1 <-> x2) U (x1 U x3),"Until(LEquiv(AtomicProposition(""x1""),AtomicProposition(""x2"")), Until(AtomicProposition(""x1""), AtomicProposition(""x3"")))","[x1 = TRUE, x2 = TRUE, x3 = TRUE];[x1 = FALSE, x2 = FALSE, x3 = FALSE];...",Positive,"POSITIVE
",Positive,POSITIVE,POSITIVE
